state,crop,avg_price_quintal
Maharashtra,Corriander Seed,9223.31
Maharashtra,Cotton,7553.0
Maharashtra,Cotton Seed,4400.0
Maharashtra,Cow,39874.27
Maharashtra,Cowpea (Lobia/Karamani),7252.67
Maharashtra,Cucumbar (Kheera),1692.72
Maharashtra,Cummin Seed (Jeera),30012.02
Maharashtra,Drumstick,4393.97
Maharashtra,Dry Grapes,14610.66
Maharashtra,Elephant Yam (Suran),3133.22
Maharashtra,Elephant Yam (Suran)/Amorphophallus,3770.0
Maharashtra,French Beans (Frasbean),4614.61
Maharashtra,Garlic,9169.95
Maharashtra,Ghee,62080.16
Maharashtra,Ginger (Dry),21539.54
Maharashtra,Ginger (Green),4473.47
Maharashtra,Goat,7203.66
Maharashtra,Grapes,4905.25
Maharashtra,Green Chilli,3670.87
Maharashtra,Green Gram (Moong)(Whole),6789.86
Maharashtra,Green Gram Dal (Moong Dal),10469.14
Maharashtra,Green Peas,7363.58
Maharashtra,Ground Nut Seed,10469.26
Maharashtra,Groundnut,5328.29
Maharashtra,Guar,5127.76
Maharashtra,Guava,2527.99
Maharashtra,Gur (Jaggery),3870.07
Maharashtra,He Buffalo,11765.0
Maharashtra,Hen,376.23
Maharashtra,Hippe Seed,4000.0
Maharashtra,Jack Fruit,1947.46
Maharashtra,Jamun (Narale Hannu),9992.25
Maharashtra,Jasmine,15678.98
Maharashtra,Jowar (Sorghum),2484.66
Maharashtra,Jute,5302.17
Maharashtra,Kabuli Chana (Chickpeas-White),4615.0
Maharashtra,Kakada,17537.21
Maharashtra,Karbuja (Musk Melon),1830.04
Maharashtra,Kulthi (Horse Gram),6327.89
Maharashtra,Lak (Teora),3199.55
Maharashtra,Leafy Vegetable,3096.67
Maharashtra,Lentil (Masur)(Whole),7157.16
Maharashtra,Lime,3485.15
Maharashtra,Linseed,5962.14
Maharashtra,Litchi,13804.73
Maharashtra,Little Gourd (Kundru),2945.9
Maharashtra,Long Melon (Kakri),2859.26
Maharashtra,Maize,1967.29
Maharashtra,Mango,7585.65
Maharashtra,Mango (Raw-Ripe),3147.41
Maharashtra,Marigold (Calcutta),2827.34
Maharashtra,Masur Dal,7828.42
Maharashtra,Mataki,8186.42
Maharashtra,Methi (Leaves),1655.72
Maharashtra,Methi Seeds,6232.6
Maharashtra,Mint (Pudina),658.48
Maharashtra,Mustard,5748.9
Maharashtra,Neem Seed,1269.57
Maharashtra,Niger Seed (Ramtil),6659.0
Maharashtra,Onion,1727.26
Maharashtra,Onion Green,1297.67
Maharashtra,Orange,3830.92
Maharashtra,Other Pulses,4947.53
Maharashtra,Ox,24434.33
Maharashtra,Paddy (Common),2516.57
Maharashtra,Paddy (Dhan)(Common),2410.05
Maharashtra,Papaya,1500.57
Maharashtra,Peach,8330.16
Maharashtra,Pear (Marasebu),8466.22
Maharashtra,Peas Wet,5802.35
Maharashtra,Pineapple,3023.52
Maharashtra,Plum,6957.88
Maharashtra,Pointed Gourd (Parval),3493.73
Maharashtra,Pomegranate,7162.64
Maharashtra,Potato,1609.71
Maharashtra,Pumpkin,1454.56
Maharashtra,Raddish,1346.13
Maharashtra,Ragi (Finger Millet),4103.0
Maharashtra,Rajgir,468.27
Maharashtra,Rice,3436.07
Maharashtra,Ridgeguard (Tori),3179.31
Maharashtra,Rose (Loose)),7073.61
Maharashtra,Sabu Dan,5534.76
Maharashtra,Safflower,4903.3
Maharashtra,Same/Savi,576.0
Maharashtra,Seetapal,4115.77
Maharashtra,"Sesamum (Sesame,Gingelly,Til)",11029.93
Maharashtra,She Buffalo,43071.2
Maharashtra,Sheep,5384.38
Maharashtra,Skin And Hide,2700.0
Maharashtra,Snakeguard,2767.74
Maharashtra,Soanf,18531.99
Maharashtra,Soyabean,4962.03
Maharashtra,Spinach,1230.5
Maharashtra,Sugar,3885.68
Maharashtra,Sugarcane,385.2
Maharashtra,Sunflower,4913.45
Maharashtra,Surat Beans (Papadi),1342.76
Maharashtra,Sweet Potato,2413.83
Maharashtra,Sweet Pumpkin,1223.73
Maharashtra,Tamarind Fruit,4859.7
Maharashtra,Tamarind Seed,2070.74
Maharashtra,Tender Coconut,2352.35
Maharashtra,Tomato,1773.72
Maharashtra,Turmeric,9874.4
Maharashtra,Water Melon,1056.94
Maharashtra,Wheat,2384.24
Manipur,Arhar Dal (Tur Dal),15440.3
Manipur,Banana,4250.09
Manipur,Bengal Gram (Gram)(Whole),8135.39
Manipur,Bengal Gram Dal (Chana Dal),10667.56
Manipur,Black Gram (Urd Beans)(Whole),12898.28
Manipur,Black Gram Dal (Urd Dal),13140.75
Manipur,Cabbage,2559.01
Manipur,Cauliflower,3351.66
Manipur,Dry Chillies,24757.48
Manipur,Ginger (Dry),12625.0
Manipur,Ginger (Green),6610.63
Manipur,Green Gram (Moong)(Whole),13750.0
Manipur,Green Gram Dal (Moong Dal),13889.12
Manipur,Maize,3491.41
Manipur,Masur Dal,10327.62
Manipur,Onion,4465.26
Manipur,Orange,11817.42
Manipur,Paddy (Common),3062.5
Manipur,Paddy (Dhan)(Common),2697.76
Manipur,Pineapple,3383.04
Manipur,Potato,2743.73
Manipur,Rice,4579.51
Manipur,Soyabean,9102.75
Manipur,Turmeric (Raw),3750.0
Meghalaya,Apple,6620.0
Meghalaya,Arecanut (Betelnut/Supari),18633.83
Meghalaya,Ashgourd,3246.15
Meghalaya,Banana,4868.59
Meghalaya,Banana - Green,3395.45
Meghalaya,Bay Leaf (Tejpatta),2586.23
Meghalaya,Beans,46242.86
Meghalaya,Beetroot,11878.0
Meghalaya,Betal Leaves,23638.79
Meghalaya,Bhindi (Ladies Finger),4779.31
Meghalaya,Bitter Gourd,6483.79
Meghalaya,Black Pepper,40328.75
Meghalaya,Bottle Gourd,2800.92
Meghalaya,Brinjal,4636.22
Meghalaya,Broomstick (Flower Broom),9493.5
Meghalaya,Cabbage,3070.02
Meghalaya,Capsicum,6638.37
Meghalaya,Carrot,7332.39
Meghalaya,Cashewnuts,7950.0
Meghalaya,Cauliflower,4294.65
Meghalaya,Chili Red,4400.0
Meghalaya,Colacasia,4594.12
Meghalaya,Coriander (Leaves),7950.0
Meghalaya,Cowpea (Veg),4920.83
Meghalaya,Cucumbar (Kheera),3301.56
Meghalaya,Drumstick,8952.38
Meghalaya,Field Pea,6170.74
Meghalaya,French Beans (Frasbean),6170.11
Meghalaya,Garlic,12645.45
Meghalaya,Ginger (Dry),6665.8
Meghalaya,Ginger (Green),6550.0
Meghalaya,Grapes,5600.0
Meghalaya,Green Chilli,9551.24
Meghalaya,Guava,4255.47
Meghalaya,Jack Fruit,4390.91
Meghalaya,Karbuja (Musk Melon),2625.0
Meghalaya,Knool Khol,2933.33
Meghalaya,Leafy Vegetable,2700.0
Meghalaya,Lemon,2920.0
Meghalaya,Lime,2500.0
Meghalaya,Litchi,5257.89
Meghalaya,Mango,4870.45
Meghalaya,Onion,3897.78
Meghalaya,Orange,8060.64
Meghalaya,Papaya,3770.26
Meghalaya,Papaya (Raw),3370.59
Meghalaya,Peach,7272.22
Meghalaya,Pear (Marasebu),1612.9
Meghalaya,Peas Wet,3424.14
Meghalaya,Pineapple,4204.23
Meghalaya,Plum,8222.64
Meghalaya,Pomegranate,6000.0
Meghalaya,Potato,2921.96
Meghalaya,Pumpkin,2894.86
Meghalaya,Raddish,2013.85
Meghalaya,Resinwood,1564.29
Meghalaya,Rice,5729.17
Meghalaya,Ridgeguard (Tori),5035.56
Meghalaya,Sponge Gourd,4595.24
Meghalaya,Squash (Chappal Kadoo),3197.05
Meghalaya,Tapioca,2150.0
Meghalaya,Tomato,4532.37
Meghalaya,Torchwood,2000.0
Meghalaya,Turmeric,17152.0
Meghalaya,Turmeric (Raw),2363.33
Meghalaya,Turnip,2777.15
Meghalaya,Water Melon,3726.53
Meghalaya,Yam (Ratalu),4666.67
Nagaland,Arecanut (Betelnut/Supari),5002.01
Nagaland,Ashgourd,3106.77
Nagaland,Bamboo,8300.0
Nagaland,Banana,4982.87
Nagaland,Banana - Green,3239.29
Nagaland,Beans,7016.69
Nagaland,Betal Leaves,3316.67
Nagaland,Bhindi (Ladies Finger),4705.11
Nagaland,Bitter Gourd,4307.6
Nagaland,Bottle Gourd,6748.72
Nagaland,Brinjal,3857.38
Nagaland,Cabbage,3916.02
Nagaland,Carrot,8352.35
Nagaland,Cauliflower,3511.95
Nagaland,Chili Red,4714.29
Nagaland,Chow Chow,3453.0
Nagaland,Cluster Beans,4500.0
Nagaland,Colacasia,4463.79
Nagaland,Coriander (Leaves),1500.0
Nagaland,Cucumbar (Kheera),4373.83
Nagaland,Dry Chillies,2750.0
Nagaland,Duster Beans,4750.0
Nagaland,Elephant Yam (Suran),6000.0
Nagaland,Fig (Anjura/Anjeer),4600.0
Nagaland,Fish,5832.0
Nagaland,Foxtail Millet (Navane),6550.0
Nagaland,French Beans (Frasbean),3285.71
Nagaland,Garlic,21533.33
Nagaland,Ginger (Dry),5533.19
Nagaland,Ginger (Green),8925.66
Nagaland,Green Chilli,8330.84
Nagaland,Green Peas,4340.0
Nagaland,Guava,3500.0
Nagaland,Hen,3913.33
Nagaland,Indian Beans (Seam),3608.7
Nagaland,Jack Fruit,2744.44
Nagaland,Leafy Vegetable,3515.48
Nagaland,Lemon,7500.78
Nagaland,Lime,6158.33
Nagaland,Litchi,4575.0
Nagaland,Maize,6144.29
Nagaland,Mango (Raw-Ripe),5600.0
Nagaland,Mashrooms,6500.0
Nagaland,Onion,4869.09
Nagaland,Orange,7605.0
Nagaland,Other Green And Fresh Vegetables,2575.0
Nagaland,Papaya,4320.69
Nagaland,Papaya (Raw),5600.25
Nagaland,Pigs,10124.19
Nagaland,Pineapple,5456.7
Nagaland,Plum,3771.43
Nagaland,Potato,3900.02
Nagaland,Pumpkin,3634.57
Nagaland,Raddish,3474.29
Nagaland,Season Leaves,1925.57
Nagaland,Soyabean,5317.65
Nagaland,Squash (Chappal Kadoo),4946.67
Nagaland,Sweet Potato,4727.94
Nagaland,Tapioca,3313.33
Nagaland,Tomato,4941.28
Nagaland,Turmeric,2493.65
Nagaland,Turmeric (Raw),2100.0
Nagaland,Water Melon,4878.26
Nagaland,White Pumpkin,3285.71
Nagaland,Yam,5950.98
Nagaland,Yam (Ratalu),4307.64
Nct Of Delhi,Amla (Nelli Kai),3544.22
Nct Of Delhi,Anthorium,34.68
Nct Of Delhi,Apple,5736.47
Nct Of Delhi,Apricot (Jardalu/Khumani),4638.89
Nct Of Delhi,Arhar (Tur/Red Gram)(Whole),5737.07
Nct Of Delhi,Astera,8611.75
Nct Of Delhi,Bajra (Pearl Millet/Cumbu),2159.34
Nct Of Delhi,Banana,2103.17
Nct Of Delhi,Banana - Green,2225.06
Nct Of Delhi,Barley (Jau),2098.87
Nct Of Delhi,Beetroot,1412.79
